Geneid	SD1	SD2	SD3	TG1	TG3
ZN659G2450	2	0	0	4	2
ZN659G2451	0	0	0	0	0
ZN659G2452	204	180	185	222	206
ZN659G2453	355	215	229	24	368
ZN659G2454	525	109	160	757	76
ZN659G2455	0	1	0	0	1
ZN659G2456	816	2176	1782	2718	2549
ZN659G2457	347	594	487	305	408
ZN659G2458	136	198	152	192	226
ZN659G2459	0	0	0	0	0
ZN659G2460	0	1	0	0	0
ZN659G2461	59	39	57	59	24
ZN659G2462	301	877	1116	647	148
ZN659G2463	0	0	0	1	0
ZN659G2464	161	920	773	1163	642
ZN659G2465	0	0	0	0	0
ZN659G2466	0	0	0	0	0
ZN659G2467	0	0	0	0	0
ZN659G2468	0	0	0	0	1
ZN659G2469	0	0	0	0	0
ZN659G2470	18	16	4	10	163
ZN659G2471	3018	4412	3683	6444	4822
ZN659G2472	76	80	66	147	560
ZN659G2473	4	2	1	2	26
ZN659G2474	482	572	512	952	925
ZN659G2475	294	718	520	311	337
ZN659G2476	165	212	199	176	100
ZN659G2477	109	175	133	116	274
ZN659G2478	0	0	0	0	0
ZN659G2479	47	34	28	82	24
ZN659G2480	615	652	568	647	753
ZN659G2481	1	0	1	0	0
ZN659G2482	12	13	20	46	12
ZN659G2483	0	4	3	0	6
ZN659G2484	1	0	1	0	0
ZN659G2485	269	483	413	560	240
ZN659G2486	0	0	0	1	0
ZN659G2487	0	0	1	0	0
ZN659G2488	0	0	0	0	0
ZN659G2489	296	274	345	351	195
ZN659G2490	10	9	5	1	7
ZN659G2491	1132	1955	1559	7064	3586
ZN659G2492	2448	3778	2979	8628	3666
ZN659G2493	1197	947	1782	1320	919
ZN659G2494	7	7	3	0	4
ZN659G2495	532	769	557	568	611
ZN659G2496	33	88	89	19	25
ZN659G2497	139	172	171	92	61
ZN659G2498	0	0	0	0	0
ZN659G2499	1246	1464	1170	1494	1520
ZN659G2500	36	19	34	68	97
ZN659G2501	89	117	116	195	142
ZN659G2502	22	33	45	36	27
ZN659G2503	342	425	462	491	920
ZN659G2504	0	0	0	1	3
ZN659G2505	0	0	0	0	1
ZN659G2506	0	1	2	4	8
ZN659G2507	788	557	549	1101	1226
ZN659G2508	674	664	789	660	494
ZN659G2509	1786	906	749	5477	1284
ZN659G2510	124	124	112	145	107
ZN659G2511	69	98	63	91	20
ZN659G2512	361	531	551	465	311
ZN659G2513	84	48	48	123	61
ZN659G2514	0	0	0	0	1
ZN659G2515	191	293	219	26	101
ZN659G2516	195	463	243	313	85
ZN659G2517	19	14	19	22	5
ZN659G2518	368	529	466	292	143
ZN659G2519	116	191	150	163	181
ZN659G2520	641	516	585	1467	645
ZN659G2521	554	1842	897	3193	1448
ZN659G2522	372	630	557	487	471
ZN659G2523	2	10	5	2	5
ZN659G2524	195	384	302	167	74
ZN659G2525	0	1	2	0	1
ZN659G2526	28	23	41	38	21
ZN659G2527	265	587	636	766	170
ZN659G2528	0	3	1	0	0
ZN659G2529	0	0	0	1	0
ZN659G2530	12	2	5	3	10
ZN659G2531	1161	634	1092	191	579
ZN659G2532	139	168	152	335	517
ZN659G2533	191	353	381	384	75
ZN659G2534	0	0	0	0	0
ZN659G2535	0	0	0	1	0
ZN659G2536	0	0	0	0	0
ZN659G2537	179	103	246	1	3
ZN659G2538	40	65	58	45	32
ZN659G2539	232	459	376	332	221
ZN659G2540	489	437	382	1081	741
ZN659G2541	12	13	14	9	14
ZN659G2542	0	0	0	0	3
ZN659G2543	23	12	27	9	7
ZN659G2544	907	968	1192	238	189
ZN659G2545	2	5	2	5	3
ZN659G2546	2332	1298	1540	757	1731
ZN659G2547	204	393	252	359	41
ZN659G2548	623	617	699	923	402
ZN659G2549	548	970	969	769	532
ZN659G2550	0	0	0	0	0
ZN659G2551	0	0	0	0	0
ZN659G2552	0	0	0	0	0
ZN6510G0001	0	0	0	0	0
ZN6510G0002	0	2	0	0	0
ZN6510G0003	0	0	0	0	0
ZN6510G0004	0	0	0	0	0
ZN6510G0005	0	0	0	0	0
ZN6510G0006	0	0	0	0	0
ZN6510G0007	0	0	0	0	0
ZN6510G0008	0	3	0	0	0
ZN6510G0009	0	0	0	0	0
ZN6510G0010	0	0	0	0	0
ZN6510G0011	0	0	0	0	0
ZN6510G0012	0	0	0	0	0
ZN6510G0013	0	0	0	0	0
ZN6510G0014	0	0	0	0	0
ZN6510G0015	0	0	0	0	0
ZN6510G0016	0	0	0	0	0
ZN6510G0017	0	0	0	0	0
ZN6510G0018	0	0	0	0	0
ZN6510G0019	0	0	0	0	0
ZN6510G0020	0	0	0	0	0
ZN6510G0021	0	0	0	0	0
ZN6510G0022	0	0	0	0	0
ZN6510G0023	0	0	0	0	0
ZN6510G0024	0	0	0	0	0
ZN6510G0025	0	1	0	0	1
ZN6510G0026	0	1	0	0	0
ZN6510G0027	0	1	0	0	0
ZN6510G0028	0	1	0	0	0
ZN6510G0029	0	1	0	0	0
ZN6510G0030	0	0	0	0	0
ZN6510G0031	0	0	0	0	0
ZN6510G0032	0	0	0	0	0
ZN6510G0033	0	0	0	0	0
ZN6510G0034	0	0	0	0	0
ZN6510G0035	0	0	0	0	0
ZN6510G0036	0	0	0	0	0
ZN6510G0037	0	0	0	0	0
ZN6510G0038	0	0	0	0	0
ZN6510G0039	0	0	0	0	1
ZN6510G0040	0	0	0	0	0
ZN6510G0041	0	0	0	0	0
ZN6510G0042	0	0	0	0	0
ZN6510G0043	0	0	0	0	0
ZN6510G0044	0	0	0	0	0
ZN6510G0045	0	0	0	0	0
ZN6510G0046	0	0	0	0	0
ZN6510G0047	0	0	0	0	0
ZN6510G0048	0	2	0	0	0
ZN6510G0049	0	1	0	0	0
ZN6510G0050	0	0	0	0	0
ZN6510G0051	0	0	0	0	0
ZN6510G0052	0	0	0	0	0
ZN6510G0053	0	0	0	0	0
ZN6510G0054	0	0	0	0	0
ZN6510G0055	0	0	0	0	0
ZN6510G0056	0	0	0	0	0
ZN6510G0057	0	0	0	0	0
ZN6510G0058	0	3	0	0	0
ZN6510G0059	0	0	0	0	0
ZN6510G0060	0	0	0	0	0
ZN6510G0061	0	0	0	0	0
ZN6510G0062	0	0	0	0	0
ZN6510G0063	0	0	0	0	0
ZN6510G0064	0	0	0	0	0
ZN6510G0065	0	0	0	0	0
ZN6510G0066	0	0	1	0	0
ZN6510G0067	0	0	0	0	0
ZN6510G0068	0	0	0	0	0
ZN6510G0069	0	0	0	0	0
ZN6510G0070	0	0	0	0	0
ZN6510G0071	0	0	0	0	0
ZN6510G0072	0	0	0	0	0
ZN6510G0073	0	0	0	0	0
ZN6510G0074	0	3	0	0	0
ZN6510G0075	0	0	0	0	0
ZN6510G0076	0	1	0	0	0
ZN6510G0077	0	0	0	0	0
ZN6510G0078	1	0	0	0	0
ZN6510G0079	0	0	0	0	0
ZN6510G0080	0	0	0	0	0
ZN6510G0081	0	0	0	0	0
ZN6510G0082	0	0	0	0	0
ZN6510G0083	0	0	0	0	0
ZN6510G0084	0	0	0	0	0
ZN6510G0085	0	2	0	0	0
ZN6510G0086	0	1	0	0	0
ZN6510G0087	0	0	0	0	0
ZN6510G0088	0	0	0	0	0
ZN6510G0089	0	0	0	0	0
ZN6510G0090	0	0	0	0	0
ZN6510G0091	0	0	0	0	0
ZN6510G0092	0	1	0	0	0
ZN6510G0093	0	0	0	0	0
ZN6510G0094	0	0	0	0	0
ZN6510G0095	0	0	0	0	0
ZN6510G0096	0	0	0	1	0
ZN6510G0097	0	0	0	0	0
ZN6510G0098	0	1	0	0	0
ZN6510G0099	0	0	0	0	0
ZN6510G0100	0	0	0	0	0
ZN6510G0101	0	0	0	0	0
ZN6510G0102	0	0	0	0	0
ZN6510G0103	0	0	0	0	0
ZN6510G0104	0	0	0	0	0
ZN6510G0105	0	0	0	0	0
ZN6510G0106	0	0	0	0	0
ZN6510G0107	0	0	0	0	0
ZN6510G0108	0	0	0	0	0
ZN6510G0109	0	0	0	0	0
ZN6510G0110	0	0	0	0	0
ZN6510G0111	0	2	0	0	0
ZN6510G0112	0	0	0	0	0
ZN6510G0113	0	1	0	1	1
ZN6510G0114	0	1	1	0	0
ZN6510G0115	2459	3069	3522	564	249
ZN6510G0116	279	426	406	198	551
ZN6510G0117	0	0	0	0	0
ZN6510G0118	30	116	61	4570	59
ZN6510G0119	896	824	1014	280	245
ZN6510G0120	331	447	347	318	56
ZN6510G0121	3659	1560	1774	1325	5100
ZN6510G0122	0	0	0	0	0
ZN6510G0123	0	0	0	0	0
ZN6510G0124	0	0	0	0	0
ZN6510G0125	0	0	0	0	0
ZN6510G0126	0	0	0	0	0
ZN6510G0127	275	200	281	251	267
ZN6510G0128	0	0	0	0	0
ZN6510G0129	0	0	0	0	0
ZN6510G0130	0	0	0	0	0
ZN6510G0131	0	0	0	0	0
ZN6510G0132	406	200	63	330	444
ZN6510G0133	226	197	204	540	538
ZN6510G0134	0	0	0	0	0
ZN6510G0135	0	0	0	0	0
ZN6510G0136	4	1	1	51	22
ZN6510G0137	159	155	160	117	166
ZN6510G0138	417	525	435	545	602
ZN6510G0139	0	0	0	0	0
ZN6510G0140	0	8	4	0	41
ZN6510G0141	0	0	0	0	0
ZN6510G0142	0	0	0	0	0
ZN6510G0143	0	0	0	0	0
ZN6510G0144	0	0	0	0	0
ZN6510G0145	1215	1633	1211	967	2696
ZN6510G0146	0	0	0	0	0
ZN6510G0147	0	0	0	0	0
ZN6510G0148	1	5	0	2	10
ZN6510G0149	0	0	1	0	2
ZN6510G0150	1	2	1	4	19
ZN6510G0151	0	0	0	0	0
ZN6510G0152	1	0	3	0	0
ZN6510G0153	0	0	0	0	0
ZN6510G0154	1	0	0	0	0
ZN6510G0155	0	0	0	0	0
ZN6510G0156	0	0	0	0	0
ZN6510G0157	5	9	0	2	3
ZN6510G0158	0	0	0	0	0
ZN6510G0159	0	0	0	0	0
ZN6510G0160	0	8	10	0	0
ZN6510G0161	0	6	1	0	0
ZN6510G0162	232	129	243	2	57
ZN6510G0163	1211	143	449	0	67
ZN6510G0164	4	2	6	0	3
ZN6510G0165	11	52	48	10	40
ZN6510G0166	0	0	0	0	0
ZN6510G0167	0	0	0	0	0
ZN6510G0168	0	1	2	0	0
ZN6510G0169	63	778	349	416	423
ZN6510G0170	864	1766	1173	2216	1012
ZN6510G0171	0	0	0	0	0
ZN6510G0172	0	0	1	2	3
ZN6510G0173	0	0	0	0	0
ZN6510G0174	19	19	30	0	0
ZN6510G0175	486	1614	1425	1053	148
ZN6510G0176	0	0	0	0	0
ZN6510G0177	0	0	0	0	0
ZN6510G0178	562	474	530	783	315
ZN6510G0179	53	133	50	168	184
ZN6510G0180	750	710	636	218	874
ZN6510G0181	1326	731	433	138	303
ZN6510G0182	152	440	334	324	95
ZN6510G0183	1574	1195	953	2760	772
ZN6510G0184	0	0	0	1	0
ZN6510G0185	219	232	413	1249	325
ZN6510G0186	0	0	0	0	0
ZN6510G0187	181	182	174	139	368
ZN6510G0188	3	0	0	0	6
ZN6510G0189	275	290	321	269	360
ZN6510G0190	12	4	6	12	9
ZN6510G0191	6866	7195	8811	7131	2947
ZN6510G0192	0	0	0	0	0
ZN6510G0193	0	0	0	0	1
ZN6510G0194	57	133	83	58	68
ZN6510G0195	0	0	0	0	0
ZN6510G0196	339	238	266	195	125
ZN6510G0197	0	0	0	0	0
ZN6510G0198	0	0	0	0	0
ZN6510G0199	0	2	1	2	1
ZN6510G0200	139	416	359	150	120
ZN6510G0201	31	12	13	13	27
ZN6510G0202	0	0	0	0	0
ZN6510G0203	0	0	0	0	0
ZN6510G0204	3	3	4	0	0
ZN6510G0205	2	20	17	4	21
ZN6510G0206	0	0	0	0	0
ZN6510G0207	0	0	0	0	0
ZN6510G0208	0	13	17	35	99
ZN6510G0209	0	0	0	0	0
ZN6510G0210	79	67	89	149	230
ZN6510G0211	1368	2466	1659	1765	2259
ZN6510G0212	4	20	2	13	29
ZN6510G0213	0	0	0	0	0
ZN6510G0214	2	7	1	2	1
ZN6510G0215	578	716	585	1087	258
ZN6510G0216	3	26	0	93	1
ZN6510G0217	0	0	0	0	0
ZN6510G0218	0	0	0	0	0
ZN6510G0219	3	4	1	6	0
ZN6510G0220	158	153	170	263	127
ZN6510G0221	0	0	0	0	0
ZN6510G0222	0	0	0	0	0
ZN6510G0223	0	0	0	0	0
ZN6510G0224	362	341	298	271	457
ZN6510G0225	0	0	0	0	0
ZN6510G0226	0	0	0	0	0
ZN6510G0227	0	0	0	0	0
ZN6510G0228	0	0	0	0	0
ZN6510G0229	0	0	0	0	0
ZN6510G0230	0	3	0	0	0
ZN6510G0231	0	0	0	0	0
ZN6510G0232	59	117	317	265	138
ZN6510G0233	12	23	27	8	0
ZN6510G0234	0	0	0	0	0
ZN6510G0235	0	0	0	0	0
ZN6510G0236	1	0	0	0	0
ZN6510G0237	0	0	0	0	0
ZN6510G0238	21	48	50	60	92
ZN6510G0239	12131	9793	8870	8253	5796
ZN6510G0240	0	0	0	0	0
ZN6510G0241	0	0	0	0	0
ZN6510G0242	27	53	44	0	11
ZN6510G0243	0	0	0	0	0
ZN6510G0244	889	913	1460	87	205
ZN6510G0245	0	1	2	0	1
ZN6510G0246	8	9	23	4	8
ZN6510G0247	0	0	0	0	0
ZN6510G0248	2	3	0	1	0
ZN6510G0249	13	29	41	2	23
ZN6510G0250	1	0	1	1	1
ZN6510G0251	0	0	0	0	0
ZN6510G0252	0	2	0	0	0
ZN6510G0253	0	0	0	0	0
ZN6510G0254	0	0	0	0	0
ZN6510G0255	0	0	0	0	0
ZN6510G0256	0	0	0	0	0
ZN6510G0257	0	0	0	0	0
ZN6510G0258	203	272	286	173	110
ZN6510G0259	1	1	1	0	0
ZN6510G0260	0	0	0	0	0
ZN6510G0261	0	0	0	0	0
ZN6510G0262	2	3	4	3	7
ZN6510G0263	4	12	19	0	8
ZN6510G0264	0	7	3	1	10
ZN6510G0265	29	93	49	82	37
ZN6510G0266	0	0	0	0	0
ZN6510G0267	584	763	594	720	513
ZN6510G0268	97	51	34	9	17
ZN6510G0269	45	45	97	6	125
ZN6510G0270	26	16	42	15	138
ZN6510G0271	1	2	0	0	0
ZN6510G0272	0	1	0	0	0
ZN6510G0273	0	2	3	3	5
ZN6510G0274	11	21	21	16	42
ZN6510G0275	0	1	0	0	0
ZN6510G0276	3	6	11	2	6
ZN6510G0277	0	0	0	0	0
ZN6510G0278	8	8	9	1	10
ZN6510G0279	2	6	5	2	6
ZN6510G0280	0	0	0	0	0
ZN6510G0281	0	0	0	0	0
ZN6510G0282	0	0	0	0	0
ZN6510G0283	0	0	0	0	0
ZN6510G0284	13	4	18	0	2
ZN6510G0285	0	0	0	0	0
ZN6510G0286	0	0	0	0	0
ZN6510G0287	0	0	0	0	0
ZN6510G0288	78	175	82	164	70
ZN6510G0289	1	0	0	7	3
ZN6510G0290	2	6	1	3	4
ZN6510G0291	24	3	1	1	6
ZN6510G0292	0	4	0	2	1
ZN6510G0293	0	0	0	0	0
ZN6510G0294	3	3	5	34	6
ZN6510G0295	13	41	22	21	6
ZN6510G0296	0	0	2	0	0
ZN6510G0297	0	0	0	0	1
ZN6510G0298	35	20	16	28	16
ZN6510G0299	106	91	36	217	138
ZN6510G0300	65	53	37	140	64
ZN6510G0301	0	3	2	50	1
ZN6510G0302	0	0	0	0	0
ZN6510G0303	0	0	0	0	0
ZN6510G0304	11	37	21	448	10
ZN6510G0305	260	291	224	268	284
ZN6510G0306	56	89	62	71	59
ZN6510G0307	78	69	49	81	101
ZN6510G0308	42	65	43	73	60
ZN6510G0309	750	692	557	915	1342
ZN6510G0310	19	28	25	18	14
ZN6510G0311	34	63	49	66	47
ZN6510G0312	0	0	0	0	0
ZN6510G0313	0	0	0	0	0
ZN6510G0314	68	95	77	108	65
ZN6510G0315	40	50	50	60	27
ZN6510G0316	72	60	58	59	42
ZN6510G0317	0	0	0	0	0
ZN6510G0318	0	0	0	0	0
ZN6510G0319	27	28	34	20	19
ZN6510G0320	0	0	0	0	0
ZN6510G0321	187	147	64	235	87
ZN6510G0322	0	0	0	0	0
ZN6510G0323	0	0	0	0	0
ZN6510G0324	0	0	0	0	0
ZN6510G0325	0	0	0	0	0
ZN6510G0326	0	0	0	0	0
ZN6510G0327	0	0	0	0	0
ZN6510G0328	0	0	0	0	0
ZN6510G0329	0	0	0	0	0
ZN6510G0330	0	0	0	0	0
ZN6510G0331	3	2	10	12	3
ZN6510G0332	16	20	13	54	7
ZN6510G0333	41	40	73	13	6
ZN6510G0334	31	34	14	456	23
ZN6510G0335	0	0	0	0	0
ZN6510G0336	0	3	0	5	0
ZN6510G0337	2672	3968	4472	932	411
ZN6510G0338	0	0	0	0	0
ZN6510G0339	1	16	13	0	0
ZN6510G0340	49	124	106	0	2
ZN6510G0341	1	0	0	0	0
ZN6510G0342	18	23	19	49	12
ZN6510G0343	4	21	9	0	6
ZN6510G0344	96	222	122	18	69
ZN6510G0345	4	8	6	1	1
ZN6510G0346	63	43	66	9	4
ZN6510G0347	732	804	779	367	146
ZN6510G0348	55	137	196	174	71
ZN6510G0349	773	1608	1840	479	701
ZN6510G0350	0	0	0	0	0
ZN6510G0351	33	36	28	39	27
ZN6510G0352	288	148	156	651	214
ZN6510G0353	0	0	0	0	0
ZN6510G0354	0	0	0	0	0
ZN6510G0355	0	0	0	0	0
ZN6510G0356	0	0	0	0	0
ZN6510G0357	0	0	0	0	0
ZN6510G0358	0	0	0	0	0
ZN6510G0359	0	0	0	0	0
ZN6510G0360	0	0	0	0	0
ZN6510G0361	0	0	0	0	0
ZN6510G0362	0	1	8	70	7
ZN6510G0363	0	0	0	0	0
ZN6510G0364	0	0	0	0	0
ZN6510G0365	0	0	0	0	0
ZN6510G0366	2	0	0	8	6
ZN6510G0367	98	122	128	118	70
ZN6510G0368	484	455	865	1	3
ZN6510G0369	788	900	942	5	1
ZN6510G0370	21	8	14	4	0
ZN6510G0371	2	8	5	5	2
ZN6510G0372	0	0	0	0	0
ZN6510G0373	0	1	0	0	0
ZN6510G0374	1	7	8	0	0
ZN6510G0375	0	0	0	0	0
ZN6510G0376	2863	1347	2898	15	1107
ZN6510G0377	7	30	12	4	35
ZN6510G0378	535	494	511	549	412
ZN6510G0379	0	0	0	0	0
ZN6510G0380	1	6	2	1	2
ZN6510G0381	33	9	6	1	3
ZN6510G0382	1098	1225	1200	360	1249
ZN6510G0383	0	0	0	1	0
ZN6510G0384	0	0	0	0	0
ZN6510G0385	23	173	62	366	238
ZN6510G0386	0	1	0	0	0
ZN6510G0387	207	238	234	254	175
ZN6510G0388	0	0	0	0	0
ZN6510G0389	0	0	0	0	0
ZN6510G0390	0	0	0	0	0
ZN6510G0391	0	0	0	0	0
ZN6510G0392	0	0	0	0	0
ZN6510G0393	0	0	0	0	0
ZN6510G0394	10	22	38	14	11
ZN6510G0395	1	2	1	0	6
ZN6510G0396	0	3	4	0	85
ZN6510G0397	0	7	2	0	1
ZN6510G0398	0	0	0	0	0
ZN6510G0399	0	0	0	0	0
ZN6510G0400	0	0	0	0	0
ZN6510G0401	0	0	0	0	0
ZN6510G0402	0	0	0	0	0
ZN6510G0403	0	0	0	0	0
ZN6510G0404	0	0	0	0	0
ZN6510G0405	15	27	24	27	77
ZN6510G0406	2350	1586	2076	1407	1130
ZN6510G0407	0	5	3	8	20
ZN6510G0408	1	7	0	14	21
ZN6510G0409	0	2	0	0	0
ZN6510G0410	0	0	0	0	0
ZN6510G0411	0	0	0	0	0
ZN6510G0412	0	0	0	0	0
ZN6510G0413	0	0	0	0	0
ZN6510G0414	236	590	450	296	287
ZN6510G0415	0	0	0	0	0
ZN6510G0416	60	65	71	76	276
ZN6510G0417	0	0	0	0	0
ZN6510G0418	0	0	0	0	0
ZN6510G0419	1	1	1	0	0
ZN6510G0420	54	51	47	85	36
ZN6510G0421	159	163	180	87	71
ZN6510G0422	1188	858	960	258	162
ZN6510G0423	1	4	0	1	1
ZN6510G0424	100	76	100	51	152
ZN6510G0425	0	0	0	1	0
ZN6510G0426	0	0	0	0	0
ZN6510G0427	1	3	2	0	5
ZN6510G0428	0	0	0	2	0
ZN6510G0429	0	0	0	0	0
ZN6510G0430	0	0	0	0	0
ZN6510G0431	0	0	0	0	0
ZN6510G0432	0	0	0	0	0
ZN6510G0433	0	0	0	0	0
ZN6510G0434	165	6	26	0	7
ZN6510G0435	0	0	0	0	0
ZN6510G0436	0	0	0	0	0
ZN6510G0437	0	0	0	0	0
ZN6510G0438	0	0	0	0	0
ZN6510G0439	57	69	55	218	56
ZN6510G0440	0	1	1	1	2
ZN6510G0441	0	0	0	0	0
ZN6510G0442	0	0	0	0	0
ZN6510G0443	0	0	0	0	0
ZN6510G0444	0	0	0	0	0
ZN6510G0445	145	153	151	71	129
ZN6510G0446	0	0	0	0	0
ZN6510G0447	2	6	4	0	0
ZN6510G0448	37	27	115	3	11
ZN6510G0449	330	998	931	839	550
ZN6510G0450	2604	2107	1538	1238	3442
ZN6510G0451	0	0	0	0	0
ZN6510G0452	74	145	76	0	1
ZN6510G0453	20	63	14	0	0
ZN6510G0454	0	0	0	0	0
ZN6510G0455	2	2	0	1	0
ZN6510G0456	0	0	0	0	0
ZN6510G0457	23	24	10	20	22
ZN6510G0458	0	0	0	0	0
ZN6510G0459	4	4	14	5	1
ZN6510G0460	110	74	75	83	78
ZN6510G0461	1649	1894	1447	2134	4256
ZN6510G0462	38	143	123	1387	73
ZN6510G0463	50	30	51	2	7
ZN6510G0464	0	0	0	0	0
ZN6510G0465	74	165	109	90	87
ZN6510G0466	161	207	201	301	151
ZN6510G0467	2	1	2	0	0
ZN6510G0468	1	3	8	0	1
ZN6510G0469	1	19	46	0	0
ZN6510G0470	386	638	495	43	305
ZN6510G0471	2	1	0	0	1
ZN6510G0472	0	0	0	0	0
ZN6510G0473	13	17	49	3	2
ZN6510G0474	50	147	86	121	52
ZN6510G0475	1	14	2	1	1
ZN6510G0476	411	228	348	125	157
ZN6510G0477	0	0	0	0	0
ZN6510G0478	0	0	0	0	0
ZN6510G0479	0	0	0	0	0
ZN6510G0480	0	0	0	0	0
ZN6510G0481	22	48	39	14	10
ZN6510G0482	0	0	0	0	0
ZN6510G0483	0	0	0	0	0
ZN6510G0484	50	93	72	44	9
ZN6510G0485	0	0	0	0	0
ZN6510G0486	64	455	46	13	75
ZN6510G0487	1196	1188	782	669	788
ZN6510G0488	1	11	1	0	1
ZN6510G0489	5	44	10	3	8
ZN6510G0490	19	78	15	12	27
ZN6510G0491	1	62	12	1	8
ZN6510G0492	2	12	3	2	1
ZN6510G0493	0	0	1	0	0
ZN6510G0494	4	22	9	1	0
ZN6510G0495	5	10	18	0	1
ZN6510G0496	1	14	0	2	1
ZN6510G0497	551	773	632	140	220
ZN6510G0498	92	113	48	46	43
ZN6510G0499	1626	439	460	9	255
ZN6510G0500	0	0	0	0	0
ZN6510G0501	0	0	0	0	0
ZN6510G0502	0	0	0	0	0
ZN6510G0503	0	0	0	0	0
ZN6510G0504	0	2	0	0	30
ZN6510G0505	0	0	0	0	0
ZN6510G0506	3	10	2	4	3
ZN6510G0507	70	232	191	153	70
ZN6510G0508	285	462	321	315	331
ZN6510G0509	0	0	0	10	107
ZN6510G0510	0	0	0	0	0
ZN6510G0511	3	5	5	6	9
ZN6510G0512	3	2	2	0	0
ZN6510G0513	73	100	77	81	4
ZN6510G0514	0	0	0	0	0
ZN6510G0515	8	7	34	0	0
ZN6510G0516	0	0	0	0	0
ZN6510G0517	0	0	0	0	0
ZN6510G0518	0	0	0	0	0
ZN6510G0519	0	3	1	0	0
ZN6510G0520	0	0	0	0	0
ZN6510G0521	0	3	2	0	0
ZN6510G0522	0	0	0	0	0
ZN6510G0523	0	0	0	0	0
ZN6510G0524	9	80	119	0	2
ZN6510G0525	0	0	0	0	0
ZN6510G0526	9	51	28	42	11
ZN6510G0527	0	0	0	0	0
ZN6510G0528	0	0	0	0	0
ZN6510G0529	4	1	0	0	0
ZN6510G0530	5	0	0	0	0
ZN6510G0531	152	184	97	25	13
ZN6510G0532	0	0	0	0	0
ZN6510G0533	18	36	58	2	34
ZN6510G0534	20	15	73	2	9
ZN6510G0535	5032	5939	6084	4528	6005
ZN6510G0536	298	527	517	630	551
ZN6510G0537	247	332	356	934	266
ZN6510G0538	0	0	0	0	0
ZN6510G0539	0	0	0	0	0
ZN6510G0540	0	0	0	0	0
ZN6510G0541	0	0	0	0	0
ZN6510G0542	28	126	124	125	14
ZN6510G0543	15	63	121	7	14
ZN6510G0544	1	0	0	0	0
ZN6510G0545	394	438	571	429	618
ZN6510G0546	0	1	0	0	8
ZN6510G0547	163	280	342	410	247
ZN6510G0548	3047	1433	1961	2154	2650
ZN6510G0549	131	274	183	203	120
ZN6510G0550	1	0	0	0	1
ZN6510G0551	0	0	0	0	0
ZN6510G0552	2	16	14	27	18
ZN6510G0553	0	0	0	0	0
ZN6510G0554	0	0	0	0	0
ZN6510G0555	0	0	0	0	0
ZN6510G0556	0	1	0	0	0
ZN6510G0557	143	346	300	275	46
ZN6510G0558	0	0	0	3	0
ZN6510G0559	0	0	0	0	0
ZN6510G0560	0	0	0	0	0
ZN6510G0561	0	0	0	0	0
ZN6510G0562	0	0	0	0	0
ZN6510G0563	1	4	0	80	11
ZN6510G0564	0	0	0	0	0
ZN6510G0565	0	0	0	0	0
ZN6510G0566	0	0	0	0	0
ZN6510G0567	0	0	0	0	0
ZN6510G0568	0	0	0	0	0
ZN6510G0569	0	1	0	0	0
ZN6510G0570	0	3	0	0	0
ZN6510G0571	0	0	0	0	0
ZN6510G0572	0	0	0	0	0
ZN6510G0573	0	0	0	0	0
ZN6510G0574	0	0	0	0	0
ZN6510G0575	0	0	0	0	0
ZN6510G0576	0	0	0	0	0
ZN6510G0577	0	0	0	0	0
ZN6510G0578	0	0	0	0	0
ZN6510G0579	19	29	38	8	17
ZN6510G0580	0	0	0	0	0
ZN6510G0581	0	0	0	0	0
ZN6510G0582	179	246	159	387	377
ZN6510G0583	0	0	0	0	0
ZN6510G0584	35	28	39	7	1
ZN6510G0585	0	0	0	0	0
ZN6510G0586	0	0	0	0	0
ZN6510G0587	61	56	59	89	161
ZN6510G0588	1278	372	369	2559	128
ZN6510G0589	0	0	0	0	0
ZN6510G0590	0	0	0	0	0
ZN6510G0591	0	0	0	0	0
ZN6510G0592	0	0	0	0	0
ZN6510G0593	348	565	589	505	913
ZN6510G0594	6	1	10	0	2
ZN6510G0595	0	0	0	0	0
ZN6510G0596	0	0	0	0	0
ZN6510G0597	9	28	19	70	9
ZN6510G0598	3190	6851	5732	3913	1893
ZN6510G0599	1228	2067	1325	3505	362
ZN6510G0600	205	304	315	326	93
ZN6510G0601	0	0	0	0	0
ZN6510G0602	0	0	0	0	0
ZN6510G0603	1333	2922	2283	2397	3440
ZN6510G0604	0	0	0	0	0
ZN6510G0605	0	0	0	0	0
ZN6510G0606	15	33	35	4	2
ZN6510G0607	11	19	15	10	3
ZN6510G0608	22	48	34	3	7
ZN6510G0609	4	8	3	0	2
ZN6510G0610	0	0	0	0	0
ZN6510G0611	296	434	467	607	386
ZN6510G0612	179	421	320	110	116
ZN6510G0613	0	0	0	0	0
ZN6510G0614	0	0	0	0	0
ZN6510G0615	24	23	11	3	14
ZN6510G0616	0	0	0	0	0
ZN6510G0617	0	0	0	0	0
ZN6510G0618	0	0	0	0	0
ZN6510G0619	0	0	0	0	0
ZN6510G0620	0	0	0	0	0
ZN6510G0621	0	0	0	0	0
ZN6510G0622	0	0	0	0	0
ZN6510G0623	0	0	0	0	0
ZN6510G0624	2	1	2	0	1
ZN6510G0625	0	0	0	0	0
ZN6510G0626	0	0	0	0	0
ZN6510G0627	0	0	0	0	0
ZN6510G0628	3	3	1	0	5
ZN6510G0629	713	440	404	424	775
ZN6510G0630	88	148	175	88	40
